nome=Daniel e Erick Pães e Doces ME, cnpj=85.572.055/0001-29, inscricaoEst=27901219-5, dataAbertura=08/04/2016, site=www.danielerick.com.br, email=treinamento@danielerick.com.br, cep=61621-180, rua=Rua das Flores, numero=477, bairro=Jardim Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 2852-2198, celular=(85) 98840-5611
nome=Daniel e Gustavo Telecomunicações ME, cnpj=58.700.196/0001-07, inscricaoEst=69400120-1, dataAbertura=19/12/2008, site=www.danielgustavo.com.br, email=producao@danielgustavo.com.br, cep=63018-600, rua=Rua Geraldo Alves Sales, numero=900, bairro=Pedrinhas, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 3529-9280, celular=(88) 98491-4923
nome=Alana e Caio Pizzaria Delivery ME, cnpj=79.201.702/0001-93, inscricaoEst=77392913-4, dataAbertura=11/02/2007, site=www.alanacaio.com.br, email=sac@alanacaio.com.br, cep=60744-381, rua=Rua 6, numero=976, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 3761-6090, celular=(85) 98705-7138
nome=Davi e Pietra Entregas Expressas Ltda, cnpj=38.993.957/0001-59, inscricaoEst=38555357-9, dataAbertura=05/01/2006, site=www.davipietra.com.br, email=fiscal@davipietra.com.br, cep=60730-480, rua=Vila José Rogério, numero=207, bairro=Parque São José, cidade=Fortaleza, estado=CE, telefone=(85) 2895-8322, celular=(85) 99607-5470
nome=Alexandre e Benício Casa Noturna ME, cnpj=52.608.789/0001-61, inscricaoEst=53924219-5, dataAbertura=13/08/2005, site=www.alexandrebenicio.com.br, email=presidencia@alexandrebenicio.com.br, cep=61658-590, rua=Rua 317, numero=718, bairro=Nova Metrópole (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 3547-8703, celular=(85) 99652-5403
nome=Francisco e Agatha Entulhos ME, cnpj=38.993.957/0001-59, inscricaoEst=38555357-9, dataAbertura=05/01/2004, site=www.franciscoagatha.com.br, email=seguranca@franciscoagatha.com.br, cep=62010-260, rua=Rua Maestro José Pedro, numero=207, bairro=Centro, cidade=Sobral, estado=CE, telefone=(88) 2895-8322, celular=(88) 99607-5470
nome=Luna e Bianca Assessoria Jurídica Ltda, cnpj=08.094.512/0001-76, inscricaoEst=46342696-7, dataAbertura=26/10/2003, site=www.lunabianca.com.br, email=sistema@lunabianca.com.br, cep=60440-845, rua=Rua Maranhão, numero=763, bairro=Pan Americano, cidade=Fortaleza, estado=CE, telefone=(85) 2637-5243, celular=(85) 99527-4636
nome=Camila e Joaquim Construções ME, cnpj=23.717.971/0001-52, inscricaoEst=94487852-0, dataAbertura=16/10/2002, site=www.camilajoaquim.com.br, email=desenvolvimento@camilajoaquim.com.br, cep=60544-464, rua=Rua Canal Leste, numero=653, bairro=Siqueira, cidade=Fortaleza, estado=CE, telefone=(85) 2848-9952, celular=(85) 98869-9487
nome=Amanda e Amanda Pizzaria Delivery Ltda, cnpj=41.408.950/0001-37, inscricaoEst=30299399-1, dataAbertura=04/12/2001, site=www.amandaamanda.com.br, email=compras@amandaamanda.com.br, cep=60520-810, rua=Travessa Jordânia, numero=573, bairro=Bonsucesso, cidade=Fortaleza, estado=CE, telefone=(85) 3668-1150, celular=(85) 98926-0066
nome=Juliana e César Assessoria Jurídica ME, cnpj=44.002.856/0001-71, inscricaoEst=41259807-8, dataAbertura=15/07/2000, site=www.julianacesar.com.br, email=juridico@julianacesar.com.br, cep=60060-230, rua=Rua dos Cariris, numero=625, bairro=Praia de Iracema, cidade=Fortaleza, estado=CE, telefone=(85) 2766-0492, celular=(85) 98462-4909
nome=Ana e Renato Telecomunicações Ltda, cnpj=12.638.204/0001-31, inscricaoEst=39233361-9, dataAbertura=17/10/1999, site=www.anarenato.com.br, email=ouvidoria@anarenato.com.br, cep=61618-370, rua=Rua Inácio Serafim, numero=957, bairro=Tabuba, cidade=Caucaia, estado=CE, telefone=(85) 3764-8131, celular=(85) 98531-8148
nome=Isaac e Sarah Locações de Automóveis ME, cnpj=81.152.822/0001-90, inscricaoEst=85149383-1, dataAbertura=16/11/1998, site=www.isaacsarah.com.br, email=orcamento@isaacsarah.com.br, cep=60534-212, rua=Rua Sucupira, numero=824, bairro=Parque Genibaú, cidade=Fortaleza, estado=CE, telefone=(85) 2908-2719, celular=(85) 98901-4307
nome=Fernanda e Brenda Publicidade e Propaganda ME, cnpj=60.385.637/0001-75, inscricaoEst=49748550-8, dataAbertura=14/12/1997, site=www.fernandabrenda.com.br, email=suporte@fernandabrenda.com.br, cep=60326-971, rua=Avenida Sargento Hermínio Sampaio 2148 Loja 3, numero=576, bairro=Monte Castelo, cidade=Fortaleza, estado=CE, telefone=(85) 2879-5301, celular=(85) 98728-5749
nome=César e Giovanna Consultoria Financeira ME, cnpj=56.658.482/0001-26, inscricaoEst=93096616-3, dataAbertura=08/07/1996, site=www.cesargiovanna.com.br, email=administracao@cesargiovanna.com.br, cep=60752-586, rua=Travessa Valéria, numero=452, bairro=Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 2949-9024, celular=(85) 98811-3951
nome=Diego e Luna Lavanderia ME, cnpj=81.152.822/0001-90, inscricaoEst=85149383-1, dataAbertura=16/11/1995, site=www.diegoluna.com.br, email=vendas@diegoluna.com.br, cep=61625-058, rua=Travessa Antônio dos Santos, numero=824, bairro=Camurupim, cidade=Caucaia, estado=CE, telefone=(85) 2908-2719, celular=(85) 98901-4307
nome=Maria e Isabelle Filmagens ME, cnpj=55.000.591/0001-99, inscricaoEst=58082469-1, dataAbertura=23/11/1994, site=www.mariaisabelle.com.br, email=@mariaisabelle.com.br, cep=60180-315, rua=Travessa São Crisóstomo, numero=592, bairro=Cais do Porto, cidade=Fortaleza, estado=CE, telefone=(85) 3922-8360, celular=(85) 99258-1641
nome=Lucca e Pietro Buffet Ltda, cnpj=49.573.497/0001-26, inscricaoEst=13748287-6, dataAbertura=27/01/1993, site=www.luccapietro.com.br, email=administracao@luccapietro.com.br, cep=60862-020, rua=Rua Maria Amália, numero=779, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 3990-3408, celular=(85) 99584-1281
nome=Cauã e Natália Corretores Associados ME, cnpj=48.159.060/0001-88, inscricaoEst=99435802-4, dataAbertura=15/08/1992, site=www.cauanatalia.com.br, email=financeiro@cauanatalia.com.br, cep=60050-010, rua=Rua da Assunção, numero=417, bairro=Centro, cidade=Fortaleza, estado=CE, telefone=(85) 2614-8497, celular=(85) 98455-9565
nome=Mirella e Raquel Locações de Automóveis Ltda, cnpj=60.385.637/0001-75, inscricaoEst=49748550-8, dataAbertura=14/12/1991, site=www.mirellaraquel.com.br, email=producao@mirellaraquel.com.br, cep=60763-806, rua=Rua Alfredo Mamede, numero=576, bairro=Novo Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 2879-5301, celular=(85) 98728-5749
nome=Francisco e Bianca Adega ME, cnpj=30.881.248/0001-70, inscricaoEst=12596848-5, dataAbertura=21/03/1990, site=www.franciscobianca.com.br, email=manutencao@franciscobianca.com.br, cep=60751-725, rua=Rua Izenilda Teixeira Lima, numero=676, bairro=Prefeito José Walter, cidade=Fortaleza, estado=CE, telefone=(85) 3560-7677, celular=(85) 99187-9904
nome=Ana e Arthur Entulhos Ltda, cnpj=70.870.608/0001-52, inscricaoEst=56685001-0, dataAbertura=20/08/1989, site=www.anaarthur.com.br, email=contato@anaarthur.com.br, cep=61935-380, rua=Rua Zuleide Torres, numero=606, bairro=Boa Esperança, cidade=Maracanaú, estado=CE, telefone=(85) 3868-7837, celular=(85) 99184-8818
nome=Mariah e Lavínia Esportes ME, cnpj=60.385.637/0001-75, inscricaoEst=49748550-8, dataAbertura=14/12/1988, site=www.mariahlavinia.com.br, email=producao@mariahlavinia.com.br, cep=60310-480, rua=Rua Santo Antônio do Paiol, numero=576, bairro=Carlito Pamplona, cidade=Fortaleza, estado=CE, telefone=(85) 2879-5301, celular=(85) 98728-5749
nome=Gabriel e Theo Corretores Associados ME, cnpj=49.573.497/0001-26, inscricaoEst=13748287-6, dataAbertura=27/01/1987, site=www.gabrieltheo.com.br, email=contabilidade@gabrieltheo.com.br, cep=60762-615, rua=Rua 2, numero=779, bairro=Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 3990-3408, celular=(85) 99584-1281
nome=Caio e Emily Joalheria ME, cnpj=56.658.482/0001-26, inscricaoEst=93096616-3, dataAbertura=08/07/1986, site=www.caioemily.com.br, email=almoxarifado@caioemily.com.br, cep=60862-460, rua=Rua Regina de Fátima, numero=452, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 2949-9024, celular=(85) 98811-3951
nome=Enrico e Emanuel Marketing Ltda, cnpj=49.573.497/0001-26, inscricaoEst=13748287-6, dataAbertura=27/01/1985, site=www.enricoemanuel.com.br, email=fiscal@enricoemanuel.com.br, cep=61901-570, rua=Rua Capitão Valdemar de Lima, numero=779, bairro=Boa Vista, cidade=Maracanaú, estado=CE, telefone=(85) 3990-3408, celular=(85) 99584-1281
nome=Sophia e Mariane Vidros ME, cnpj=08.094.512/0001-76, inscricaoEst=46342696-7, dataAbertura=26/10/1984, site=www.sophiamariane.com.br, email=contabil@sophiamariane.com.br, cep=61601-618, rua=Rua Juaci Sampaio Pontes, numero=763, bairro=Curicaca, cidade=Caucaia, estado=CE, telefone=(85) 2637-5243, celular=(85) 99527-4636
nome=Letícia e Ricardo Pães e Doces Ltda, cnpj=79.201.702/0001-93, inscricaoEst=77392913-4, dataAbertura=11/02/1983, site=www.leticiaricardo.com.br, email=contabilidade@leticiaricardo.com.br, cep=60766-380, rua=Rua da Paz, numero=976, bairro=Planalto Ayrton Senna, cidade=Fortaleza, estado=CE, telefone=(85) 3761-6090, celular=(85) 98705-7138
nome=Lara e Calebe Mudanças ME, cnpj=94.209.157/0001-75, inscricaoEst=99674597-1, dataAbertura=18/04/1982, site=www.laracalebe.com.br, email=atendimento@laracalebe.com.br, cep=60833-145, rua=Travessa Nova Jerusalém, numero=266, bairro=Sapiranga, cidade=Fortaleza, estado=CE, telefone=(85) 3725-4854, celular=(85) 99592-5831
nome=Julia e Nicole Doces & Salgados ME, cnpj=08.094.512/0001-76, inscricaoEst=46342696-7, dataAbertura=26/10/1981, site=www.julianicole.com.br, email=suporte@julianicole.com.br, cep=63507-430, rua=Rua 5, numero=763, bairro=Jardim Oásis, cidade=Iguatu, estado=CE, telefone=(88) 2637-5243, celular=(88) 99527-4636
nome=Filipe e Davi Assessoria Jurídica Ltda, cnpj=89.090.773/0001-10, inscricaoEst=19799374-5, dataAbertura=06/07/1980, site=www.filipedavi.com.br, email=marketing@filipedavi.com.br, cep=60745-160, rua=Rua 16, numero=399, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 3678-2509, celular=(85) 99987-8845
nome=Joana e Daniel Telecom Ltda, cnpj=85.605.387/0001-62, inscricaoEst=39228549-5, dataAbertura=22/11/1979, site=www.joanadaniel.com.br, email=contato@joanadaniel.com.br, cep=63050-130, rua=Rua José Florêncio Vasconcelos, numero=379, bairro=Santo Antônio, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2577-3799, celular=(88) 99841-8057
nome=Maitê e Davi Esportes ME, cnpj=54.362.963/0001-64, inscricaoEst=40195647-4, dataAbertura=05/11/1978, site=www.maitedavi.com.br, email=pos_venda@maitedavi.com.br, cep=62752-974, rua=Rua Cônego Demétrio 63, numero=627, bairro=Centro, cidade=Vazantes, estado=CE, telefone=(85) 3757-3301, celular=(85) 98665-2848
nome=Amanda e Olivia Esportes ME, cnpj=08.094.512/0001-76, inscricaoEst=46342696-7, dataAbertura=26/10/1977, site=www.amandaolivia.com.br, email=qualidade@amandaolivia.com.br, cep=60811-810, rua=Vila Felipe Dendê, numero=763, bairro=Edson Queiroz, cidade=Fortaleza, estado=CE, telefone=(85) 2637-5243, celular=(85) 99527-4636
nome=Sara e Hadassa Doces & Salgados Ltda, cnpj=69.082.733/0001-19, inscricaoEst=76977045-2, dataAbertura=25/06/1975, site=www.sarahadassa.com.br, email=representantes@sarahadassa.com.br, cep=61620-420, rua=Rua H, numero=870, bairro=Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 3887-3312, celular=(85) 99828-6569
nome=Paulo e Bárbara Buffet ME, cnpj=62.544.058/0001-53, inscricaoEst=73561436-9, dataAbertura=06/02/1974, site=www.paulobarbara.com.br, email=financeiro@paulobarbara.com.br, cep=61655-795, rua=Rua 10, numero=764, bairro=Araturi (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 2635-8457, celular=(85) 99293-6332
nome=Nathan e Maria Consultoria Financeira Ltda, cnpj=12.613.754/0001-04, inscricaoEst=04727411-5, dataAbertura=03/11/1973, site=www.nathanmaria.com.br, email=desenvolvimento@nathanmaria.com.br, cep=60335-200, rua=Vila Nova, numero=219, bairro=Álvaro Weyne, cidade=Fortaleza, estado=CE, telefone=(85) 2970-3920, celular=(85) 98421-5681
nome=Caio e Vinicius Lavanderia ME, cnpj=41.231.625/0001-41, inscricaoEst=14838092-1, dataAbertura=14/04/1972, site=www.caiovinicius.com.br, email=financeiro@caiovinicius.com.br, cep=61654-422, rua=Travessa São Luís, numero=733, bairro=Araturi (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 3500-5705, celular=(85) 98574-8910
nome=Eloá e Maria Contábil ME, cnpj=14.590.198/0001-15, inscricaoEst=36797278-6, dataAbertura=19/12/1971, site=www.eloamaria.com.br, email=marketing@eloamaria.com.br, cep=60347-600, rua=Rua 3, numero=281, bairro=Vila Velha, cidade=Fortaleza, estado=CE, telefone=(85) 2936-0852, celular=(85) 99773-7856
nome=Marcela e Cauã Financeira Ltda, cnpj=90.413.189/0001-37, inscricaoEst=27979214-0, dataAbertura=07/12/1970, site=www.marcelacaua.com.br, email=ouvidoria@marcelacaua.com.br, cep=60525-455, rua=Rua Vitória, numero=839, bairro=João XXIII, cidade=Fortaleza, estado=CE, telefone=(85) 3970-2098, celular=(85) 98995-1279
nome=Mariana e Bianca Eletrônica Ltda, cnpj=85.084.761/0001-21, inscricaoEst=04315850-1, dataAbertura=18/08/1969, site=www.marianabianca.com.br, email=sac@marianabianca.com.br, cep=60326-250, rua=Vila Paraipaba, numero=416, bairro=Monte Castelo, cidade=Fortaleza, estado=CE, telefone=(85) 2791-9294, celular=(85) 99898-7453
nome=Renan e Iago Telecom ME, cnpj=34.353.522/0001-99, inscricaoEst=58600463-7, dataAbertura=01/03/1968, site=www.renaniago.com.br, email=manutencao@renaniago.com.br, cep=63040-765, rua=Rua Francisco Vitorino da Silva, numero=373, bairro=Triângulo, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2913-1079, celular=(88) 99141-5867
nome=Pedro e Manuela Limpeza Ltda, cnpj=47.550.949/0001-29, inscricaoEst=68368634-8, dataAbertura=15/02/1967, site=www.pedromanuela.com.br, email=orcamento@pedromanuela.com.br, cep=61608-220, rua=Rua Manoel Bandeira, numero=846, bairro=Parque Soledade, cidade=Caucaia, estado=CE, telefone=(85) 2773-3207, celular=(85) 99544-0545
nome=Antonio e Marcela Gráfica ME, cnpj=43.952.407/0001-21, inscricaoEst=94311074-2, dataAbertura=01/12/1966, site=www.antoniomarcela.com.br, email=fabricacao@antoniomarcela.com.br, cep=62015-180, rua=Rua Hermenegildo de Sousa, numero=781, bairro=Dom José, cidade=Sobral, estado=CE, telefone=(88) 3664-2667, celular=(88) 99105-6207
nome=Sophie e Heloisa Vidros Ltda, cnpj=25.698.438/0001-16, inscricaoEst=56503394-8, dataAbertura=27/09/1965, site=www.sophieheloisa.com.br, email=vendas@sophieheloisa.com.br, cep=60430-680, rua=Vila Fialho, numero=334, bairro=Rodolfo Teófilo, cidade=Fortaleza, estado=CE, telefone=(85) 3614-4816, celular=(85) 98426-3017
nome=Lucas e Calebe Limpeza Ltda, cnpj=25.959.907/0001-03, inscricaoEst=34521504-4, dataAbertura=06/04/1964, site=www.lucascalebe.com.br, email=financeiro@lucascalebe.com.br, cep=60740-600, rua=Rua Aluísio Mamede, numero=536, bairro=Parangaba, cidade=Fortaleza, estado=CE, telefone=(85) 2767-8000, celular=(85) 98350-8498
nome=Gabriel e Francisco Assessoria Jurídica Ltda, cnpj=29.981.118/0001-20, inscricaoEst=70749337-4, dataAbertura=20/06/1963, site=www.gabrielfrancisco.com.br, email=juridico@gabrielfrancisco.com.br, cep=61645-342, rua=Travessa Horizonte, numero=983, bairro=Parque Albano (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 2823-4497, celular=(85) 99375-1972
nome=Pietra e Clara Fotografias Ltda, cnpj=77.267.601/0001-90, inscricaoEst=62693356-0, dataAbertura=10/07/1962, site=www.pietraclara.com.br, email=contato@pietraclara.com.br, cep=63038-580, rua=Rua Luíza Peixoto da Costa, numero=852, bairro=Brejo Seco, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2841-6447, celular=(88) 99242-8288
nome=Vinicius e Nina Publicidade e Propaganda Ltda, cnpj=23.076.994/0001-25, inscricaoEst=56236566-4, dataAbertura=11/01/1961, site=www.viniciusnina.com.br, email=pesquisa@viniciusnina.com.br, cep=60120-072, rua=Vila Vidal, numero=912, bairro=São João do Tauape, cidade=Fortaleza, estado=CE, telefone=(85) 2547-0019, celular=(85) 98424-0940
nome=Larissa e Marina Limpeza Ltda, cnpj=64.884.799/0001-09, inscricaoEst=50073028-8, dataAbertura=04/02/1960, site=www.larissamarina.com.br, email=presidencia@larissamarina.com.br, cep=60732-150, rua=Rua Itapoã, numero=342, bairro=Siqueira, cidade=Fortaleza, estado=CE, telefone=(85) 2617-8283, celular=(85) 99577-3153
nome=Isabella e Mariane Construções ME, cnpj=80.738.009/0001-33, inscricaoEst=93475974-0, dataAbertura=27/07/1959, site=www.isabellamariane.com.br, email=desenvolvimento@isabellamariane.com.br, cep=60743-798, rua=Passeio do Buriti, numero=463, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 2748-9001, celular=(85) 99925-2052
nome=Alana e Stella Construções ME, cnpj=43.527.554/0001-54, inscricaoEst=69523745-4, dataAbertura=04/03/1958, site=www.alanastella.com.br, email=ouvidoria@alanastella.com.br, cep=63503-850, rua=Rua Luís Alexandre Pinto, numero=108, bairro=Cajazeiras, cidade=Iguatu, estado=CE, telefone=(88) 3738-7825, celular=(88) 98799-9655
nome=Gabrielly e Giovanni Casa Noturna ME, cnpj=90.413.189/0001-37, inscricaoEst=27979214-0, dataAbertura=07/12/2016, site=www.gabriellygiovanni.com.br, email=contabilidade@gabriellygiovanni.com.br, cep=63033-040, rua=Rua Comerciante João Cecé, numero=839, bairro=José Geraldo da Cruz, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 3970-2098, celular=(88) 98995-1279
nome=Nathan e Fernanda Casa Noturna Ltda, cnpj=88.314.952/0001-20, inscricaoEst=64010875-0, dataAbertura=01/08/2015, site=www.nathanfernanda.com.br, email=comunicacoes@nathanfernanda.com.br, cep=61932-740, rua=Travessa Beatriz Calixto, numero=937, bairro=Pajuçara, cidade=Maracanaú, estado=CE, telefone=(85) 3563-0275, celular=(85) 99630-8793
nome=Luan e Hugo Advocacia ME, cnpj=86.947.519/0001-05, inscricaoEst=34330860-6, dataAbertura=22/09/2014, site=www.luanhugo.com.br, email=@luanhugo.com.br, cep=63901-235, rua=Rua 2, numero=878, bairro=Planalto Renascer, cidade=Quixadá, estado=CE, telefone=(88) 3588-1804, celular=(88) 99917-3834
nome=Pedro Henrique e Mariah Filmagens ME, cnpj=82.594.683/0001-17, inscricaoEst=59158089-6, dataAbertura=24/08/2013, site=www.pedro_henriquemariah.com.br, email=desenvolvimento@pedro_henriquemariah.com.br, cep=60320-650, rua=Vila Raimundo Mendes, numero=634, bairro=Vila Ellery, cidade=Fortaleza, estado=CE, telefone=(85) 2522-3147, celular=(85) 99404-3402
nome=Enrico e Ana Joalheria ME, cnpj=62.303.585/0001-76, inscricaoEst=21243336-9, dataAbertura=24/08/2012, site=www.enricoana.com.br, email=contabil@enricoana.com.br, cep=60440-606, rua=Rua General Bernardo Figueiredo, numero=598, bairro=Pici, cidade=Fortaleza, estado=CE, telefone=(85) 3639-0797, celular=(85) 99698-6335
nome=Enzo e Diego Joalheria ME, cnpj=66.185.824/0001-91, inscricaoEst=58835592-5, dataAbertura=22/05/2011, site=www.enzodiego.com.br, email=contato@enzodiego.com.br, cep=60331-590, rua=Rua Paulo Aragão, numero=186, bairro=Barra do Ceará, cidade=Fortaleza, estado=CE, telefone=(85) 3654-4441, celular=(85) 99279-9372
nome=Theo e Enrico Informática ME, cnpj=86.947.519/0001-05, inscricaoEst=34330860-6, dataAbertura=22/09/2010, site=www.theoenrico.com.br, email=producao@theoenrico.com.br, cep=60713-160, rua=Travessa Nova Lima, numero=878, bairro=Manuel Sátiro, cidade=Fortaleza, estado=CE, telefone=(85) 3588-1804, celular=(85) 99917-3834
nome=Isabella e Alexandre Marketing Ltda, cnpj=70.434.796/0001-76, inscricaoEst=89674928-2, dataAbertura=18/08/2009, site=www.isabellaalexandre.com.br, email=manutencao@isabellaalexandre.com.br, cep=60763-777, rua=Rua 7, numero=806, bairro=Novo Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 3687-9154, celular=(85) 99340-6985
nome=Luna e Alana Fotografias Ltda, cnpj=72.137.180/0001-69, inscricaoEst=35582395-0, dataAbertura=03/11/2008, site=www.lunaalana.com.br, email=fiscal@lunaalana.com.br, cep=60110-530, rua=Vila dos Ciganos, numero=891, bairro=Joaquim Távora, cidade=Fortaleza, estado=CE, telefone=(85) 2861-5680, celular=(85) 98623-9047
nome=Joaquim e Manuela Financeira ME, cnpj=24.989.839/0001-62, inscricaoEst=18977292-1, dataAbertura=19/10/2007, site=www.joaquimmanuela.com.br, email=suporte@joaquimmanuela.com.br, cep=60765-610, rua=Vila São Paulo, numero=816, bairro=Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 3579-7703, celular=(85) 99387-1754
